Xnorm,Ynorm,XoutNorm,YoutNorm
0.597361094,0.553738785,0.229580598,0.441210104
0.597361094,0.556227357,0.221381291,0.445344178
0.597323488,0.558893684,0.213181984,0.441210104
0.597323488,0.561737766,0.204982677,0.445344178
0.597285882,0.564759603,0.213181984,0.441210104
0.597285882,0.567603686,0.221381291,0.445344178
0.597248276,0.570270013,0.229580598,0.441210104
0.597248276,0.572758585,0.237779905,0.445344178
0.597210669,0.575069402,0.245979212,0.441210104
0.597210669,0.577202463,0.254178519,0.445344178
0.597173063,0.57915777,0.262377826,0.441210104
0.597173063,0.580935321,0.270577133,0.445344178
0.597135457,0.582535118,0.27877644,0.441210104
0.597135457,0.583957159,0.270577133,0.445344178
0.597097851,0.585556955,0.262377826,0.441210104
0.597097851,0.587334507,0.254178519,0.445344178
0.597060245,0.589289813,0.245979212,0.441210104
0.597060245,0.591422875,0.237779905,0.445344178
0.597022639,0.593733692,0.229580598,0.441210104
0.597022639,0.596222264,0.221381291,0.445344178
0.596985033,0.598888591,0.213181984,0.441210104
0.596985033,0.601732673,0.204982677,0.445344178
0.596947427,0.60475451,0.19678337,0.441210104
0.596947427,0.607954103,0.204982677,0.445344178
0.596909821,0.61097594,0.213181984,0.441210104
0.596909821,0.613820023,0.221381291,0.445344178
0.596872215,0.61648635,0.229580598,0.441210104
0.596872215,0.618974922,0.237779905,0.445344178
0.596834609,0.621285739,0.245979212,0.441210104
0.596834609,0.6234188,0.254178519,0.445344178
0.596797003,0.625374107,0.262377826,0.441210104
0.596797003,0.627151658,0.270577133,0.445344178
0.596759397,0.628751455,0.27877644,0.441210104
0.596759397,0.630173496,0.286975747,0.445344178
0.596721791,0.631417782,0.27877644,0.441210104
0.596721791,0.632839823,0.270577133,0.445344178
0.596684185,0.634439619,0.262377826,0.441210104
0.596684185,0.636217171,0.254178519,0.445344178
0.596646578,0.638172477,0.245979212,0.441210104
0.596646578,0.640305539,0.237779905,0.445344178
0.596608972,0.642616356,0.229580598,0.441210104
0.596608972,0.645104928,0.221381291,0.445344178
0.596571366,0.647771255,0.213181984,0.441210104
0.596571366,0.650615337,0.204982677,0.445344178
0.59653376,0.653637175,0.19678337,0.441210104
0.59653376,0.656836767,0.188584062,0.445344178
0.596496154,0.660214115,0.19678337,0.441210104
0.596496154,0.663413707,0.204982677,0.445344178
0.596458548,0.666435545,0.213181984,0.441210104
0.596458548,0.669279627,0.221381291,0.445344178
0.596420942,0.671945954,0.229580598,0.441210104
0.596420942,0.674434526,0.237779905,0.445344178
0.596383336,0.676745343,0.245979212,0.441210104
0.596383336,0.678878405,0.254178519,0.445344178
0.59634573,0.680833711,0.262377826,0.441210104
0.59634573,0.682611263,0.270577133,0.445344178
0.596308124,0.684211059,0.27877644,0.441210104
0.596308124,0.6856331,0.286975747,0.445344178
0.596270518,0.686877386,0.295175054,0.441210104
0.596270518,0.687943917,0.303374361,0.445344178
0.596232912,0.688832693,0.311573668,0.441210104
0.596232912,0.689543713,0.319772975,0.445344178
0.596195306,0.690076979,0.327972283,0.441210104
0.596195306,0.690432489,0.33617159,0.445344178
0.5961577,0.690610244,0.344370897,0.441210104
0.596120094,0.690432489,0.360769511,0.441210104
0.596120094,0.690076979,0.368968818,0.445344178
0.596082487,0.689543713,0.361963595,0.448953362
0.59601205,0.689162316,0.354958371,0.452562545
0.595908781,0.688932787,0.347953148,0.456171729
0.595772681,0.688855127,0.340947925,0.459780912
0.59560375,0.688929334,0.333942702,0.463390095
0.595401987,0.68915541,0.326937479,0.466999279
0.595167393,0.689533354,0.319932256,0.470608462
0.594899968,0.690063167,0.312927032,0.474217646
0.594599711,0.690744847,0.305921809,0.477826829
0.594266623,0.691578396,0.298916586,0.481436012
0.593900703,0.692563813,0.291911363,0.485045196
0.593501953,0.693701098,0.28490614,0.488654379
0.59307037,0.694990252,0.277900916,0.492263563
0.592605957,0.696431274,0.286100223,0.488129488
0.59217915,0.697694541,0.29429953,0.483995413
0.591789948,0.698780052,0.302498838,0.479861339
0.591438353,0.699687809,0.310698145,0.475727264
0.591124364,0.70041781,0.318897452,0.47159319
0.590847981,0.700970056,0.327096759,0.467459115
0.590609204,0.701344547,0.335296066,0.463325041
0.590408033,0.701541283,0.343495373,0.459190966
0.590244468,0.701560264,0.33649015,0.462800149
0.590048072,0.701731113,0.329484926,0.466409333
0.589818844,0.70205383,0.322479703,0.470018516
0.589556785,0.702528416,0.31547448,0.4736277
0.589261895,0.703154869,0.308469257,0.477236883
0.588934173,0.703933191,0.301464034,0.480846066
0.58857362,0.704863382,0.294458811,0.48445525
0.588180236,0.70594544,0.287453587,0.488064433
0.587754021,0.707179367,0.280448364,0.491673617
0.587294974,0.708565162,0.273443141,0.4952828
0.586803095,0.710102825,0.281642448,0.491148725
0.586348823,0.711462733,0.289841755,0.487014651
0.585932157,0.712644886,0.298041062,0.482880576
0.585553097,0.713649284,0.306240369,0.478746502
0.585211643,0.714475927,0.314439676,0.474612427
0.584907795,0.715124814,0.322638983,0.470478352
0.584641553,0.715595947,0.33083829,0.466344278
0.584412917,0.715889324,0.339037597,0.462210203
0.584221888,0.716004946,0.347236905,0.458076129
0.584068464,0.715942813,0.355436212,0.453942054
0.583952646,0.715702925,0.363635519,0.44980798
0.583874435,0.715285282,0.356630295,0.453417163
0.583763392,0.715019507,0.349625072,0.457026346
0.583619518,0.7149056,0.342619849,0.46063553
0.583442812,0.714943561,0.335614626,0.464244713
0.583233275,0.715133391,0.328609403,0.467853897
0.582990907,0.715475089,0.321604179,0.47146308
0.582715708,0.715968655,0.314598956,0.475072263
0.582407677,0.71661409,0.307593733,0.478681447
0.582066814,0.717411392,0.30058851,0.48229063
0.581693121,0.718360563,0.293583287,0.485899814
0.581286596,0.719461603,0.301782594,0.481765739
0.580917677,0.720384887,0.309981901,0.477631664
0.580586364,0.721130416,0.318181208,0.47349759
0.580292658,0.72169819,0.326380515,0.469363515
0.580036557,0.722088208,0.334579822,0.465229441
0.579818063,0.722300472,0.342779129,0.461095366
0.579637174,0.72233498,0.350978436,0.456961291
0.579493892,0.722191733,0.359177743,0.452827217
0.579388215,0.721870732,0.36737705,0.448693142
0.579320145,0.721371975,0.375576357,0.444559068
0.579289681,0.720695462,0.383775664,0.440424993
0.579296823,0.719841195,0.391974971,0.444559068
0.579266358,0.718809173,0.400174279,0.440424993
0.5792735,0.717599395,0.408373586,0.444559068
0.579243036,0.716211862,0.401368362,0.448168251
0.57917974,0.714976198,0.394363139,0.451777434
0.579083614,0.713892401,0.387357916,0.455386618
0.578954655,0.712960473,0.380352693,0.458995801
0.578792866,0.712180414,0.37334747,0.462604985
0.578598245,0.711552222,0.366342246,0.466214168
0.578370793,0.711075899,0.359337023,0.469823351
0.578110509,0.710751444,0.3523318,0.473432535
0.577817394,0.710578857,0.345326577,0.477041718
0.577491448,0.710558139,0.338321354,0.480650902
0.57713267,0.710689289,0.33131613,0.484260085
0.576741061,0.710972307,0.324310907,0.487869269
0.576316621,0.711407193,0.332510214,0.483735194
0.575929787,0.711664324,0.340709521,0.479601119
0.575580559,0.7117437,0.348908828,0.475467045
0.575268937,0.711645321,0.357108136,0.47133297
0.574994921,0.711369187,0.365307443,0.467198896
0.574758511,0.710915297,0.37350675,0.463064821
0.574559707,0.710283653,0.381706057,0.458930746
0.574398509,0.709474253,0.389905364,0.454796672
0.574274917,0.708487098,0.398104671,0.450662597
0.574188932,0.707322188,0.406303978,0.446528523
0.574140552,0.705979523,0.414503285,0.442394448
0.574129779,0.704459103,0.422702592,0.438260373
0.574156611,0.702760927,0.430901899,0.442394448
0.574145838,0.700884997,0.439101206,0.438260373
0.57417267,0.698831311,0.447300513,0.442394448
0.574161897,0.69659987,0.45549982,0.438260373
0.574188729,0.694190674,0.463699127,0.442394448
0.574177956,0.691603723,0.471898434,0.438260373
0.574204788,0.688839017,0.480097741,0.442394448
0.574194015,0.685896555,0.488297049,0.438260373
0.574220847,0.682776339,0.496496356,0.442394448
0.574210074,0.679478367,0.504695663,0.438260373
0.574236906,0.67600264,0.51289497,0.442394448
0.574226133,0.672349158,0.521094277,0.438260373
0.574252965,0.668517921,0.529293584,0.442394448
0.574242192,0.664508929,0.537492891,0.438260373
0.574269024,0.660322182,0.545692198,0.442394448
0.574258251,0.655957679,0.553891505,0.438260373
0.574285083,0.651415421,0.550699378,0.45726347
0.574139052,0.646942367,0.54750725,0.467998417
0.573895369,0.642538515,0.544315123,0.478733365
0.573554035,0.638203867,0.541122995,0.489468312
0.573115049,0.633938421,0.537930868,0.500203259
0.572578411,0.629742179,0.53473874,0.510938207
0.571944122,0.625615139,0.531546613,0.521673154
0.571212181,0.621557303,0.528354485,0.532408102
0.570382588,0.61756867,0.525162358,0.543143049
0.569455344,0.613649239,0.52197023,0.553877996
0.568430448,0.609799012,0.518778103,0.564612944
0.5673079,0.606017988,0.515585975,0.575347891
0.566087701,0.602306167,0.512393848,0.586082838
0.56476985,0.598663549,0.50920172,0.596817786
0.563354347,0.595090134,0.506428212,0.608044792
0.561836717,0.591576847,0.504086694,0.619745142
0.560212653,0.588114322,0.502190006,0.631899543
0.558478026,0.584692916,0.500750449,0.644488152
0.556628885,0.581302719,0.508949756,0.640354077
0.554817349,0.577734766,0.517149063,0.636220002
0.55304342,0.573989058,0.52534837,0.632085928
0.551307097,0.570065596,0.533547677,0.627951853
0.54960838,0.565964378,0.541746984,0.623817779
0.547947269,0.561685404,0.549946292,0.619683704
0.546323764,0.557228676,0.558145599,0.615549629
0.544737865,0.552594193,0.566344906,0.611415555
0.543189573,0.547781954,0.574544213,0.60728148
0.541678886,0.54279196,0.58274352,0.603147406
0.540205805,0.537624212,0.590942827,0.599013331
0.538770331,0.532278708,0.599142134,0.594879256
0.537372462,0.526755449,0.607341441,0.590745182
0.5360122,0.521054434,0.615540748,0.586611107
0.534689544,0.515175665,0.623740055,0.582477033
0.533404493,0.50911914,0.631939362,0.578342958
0.532157049,0.502884861,0.640138669,0.574208883
0.530947211,0.496472826,0.648337976,0.570074809
0.529774979,0.489883036,0.656537283,0.565940734
0.528640353,0.483115491,0.66473659,0.56180666
0.527543333,0.47617019,0.672935898,0.557672585
0.526483919,0.469047135,0.681135205,0.553538511
0.525462112,0.461746324,0.689334512,0.549404436
0.52447791,0.454267759,0.697533819,0.545270361
0.523531314,0.446611438,0.705733126,0.541136287
0.522622325,0.438777362,0.713932433,0.537002212
0.521750941,0.430765531,0.72213174,0.532868138
0.520917164,0.422575944,0.730331047,0.528734063
0.520120992,0.414208603,0.738530354,0.524599988
0.519362427,0.405663507,0.746729661,0.520465914
0.518641468,0.396940655,0.754928968,0.516331839
0.517958114,0.388040048,0.763128275,0.512197765
0.517312367,0.378961686,0.771327582,0.50806369
0.516704226,0.369705569,0.779526889,0.503929615
0.516133691,0.360271697,0.787726196,0.499795541
0.515600762,0.350660069,0.795925503,0.495661466
0.51510544,0.340870687,0.804124811,0.491527392
0.514647723,0.330903549,0.812324118,0.487393317
0.514227612,0.320758656,0.820523425,0.483259243
0.513845107,0.310436008,0.828722732,0.479125168
0.513500209,0.299935605,0.836922039,0.474991093
0.513192916,0.289257447,0.845121346,0.470857019
0.51292323,0.278401533,0.853320653,0.466722944
0.512691149,0.267367865,0.86151996,0.46258887
0.512496675,0.256156441,0.869719267,0.458454795
0.512339807,0.244767262,0.877918574,0.45432072
0.512220545,0.233200328,0.886117881,0.450186646
0.512138889,0.221455639,0.894317188,0.446052571
0.512094839,0.209533195,0.902516495,0.441918497
0.512088395,0.197432996,0.910715802,0.437784422
0.512119557,0.185155041,0.918915109,0.441918497
0.512113113,0.172699331,0.927114416,0.437784422
0.512144275,0.160065867,0.935313724,0.441918497
0.512137831,0.147254647,0.943513031,0.437784422
0.512168993,0.134265671,0.951712338,0.441918497
