Xnorm,Ynorm,XoutNorm,YoutNorm
0.755991243,0.429665695,0.344370897,0.441210104
0.755953637,0.42984345,0.327972283,0.441210104
0.755953637,0.430198961,0.319772975,0.445344178
0.755916031,0.430732226,0.311573668,0.441210104
0.755916031,0.431443247,0.303374361,0.445344178
0.755878425,0.432332022,0.295175054,0.441210104
0.755878425,0.433398553,0.286975747,0.445344178
0.755840819,0.434642839,0.27877644,0.441210104
0.755840819,0.43606488,0.270577133,0.445344178
0.755803213,0.437664677,0.262377826,0.441210104
0.755803213,0.439442228,0.254178519,0.445344178
0.755765607,0.441397535,0.245979212,0.441210104
0.755765607,0.443530596,0.237779905,0.445344178
0.755728001,0.445841413,0.229580598,0.441210104
0.755728001,0.448329985,0.221381291,0.445344178
0.755690395,0.450996312,0.213181984,0.441210104
0.755690395,0.453840394,0.204982677,0.445344178
0.755652788,0.456862232,0.19678337,0.441210104
0.755652788,0.460061824,0.188584062,0.445344178
0.755615182,0.463439172,0.180384755,0.441210104
0.755615182,0.466994275,0.172185448,0.445344178
0.755577576,0.470727133,0.163986141,0.441210104
0.755577576,0.474637746,0.155786834,0.445344178
0.75553997,0.478726114,0.147587527,0.441210104
0.75553997,0.482992238,0.13938822,0.445344178
0.755502364,0.487436116,0.131188913,0.441210104
0.755502364,0.49205775,0.122989606,0.445344178
0.755464758,0.496857139,0.114790299,0.441210104
0.755464758,0.501834283,0.106600981,0.446065564
0.75542059,0.506988966,0.114800288,0.441931489
0.755414028,0.511965893,0.122999596,0.437797415
0.755445072,0.516765065,0.131198903,0.441931489
0.755438509,0.521386482,0.13939821,0.437797415
0.755469553,0.525830144,0.147597517,0.441931489
0.755462991,0.530096051,0.155796824,0.437797415
0.755494035,0.534184203,0.163996131,0.441931489
0.755487473,0.538094599,0.172195438,0.437797415
0.755518517,0.541827241,0.180394745,0.441931489
0.755511955,0.545382127,0.188594052,0.437797415
0.755542999,0.548759258,0.196793359,0.441931489
0.755536436,0.551958634,0.204992666,0.437797415
0.75556748,0.554980255,0.213191973,0.441931489
0.755560918,0.557824121,0.22139128,0.437797415
0.755591962,0.560490231,0.229590587,0.441931489
0.7555854,0.562978587,0.237789894,0.437797415
0.755616444,0.565289187,0.245989201,0.441931489
0.755609882,0.567422032,0.254188509,0.437797415
0.755640926,0.569377122,0.262387816,0.441931489
0.755634363,0.571154457,0.270587123,0.437797415
0.755665407,0.572754037,0.27878643,0.441931489
0.755658845,0.574175861,0.27157608,0.444867099
0.755625579,0.575754001,0.264570857,0.448476282
0.755559481,0.577484009,0.257789285,0.452749606
0.755454511,0.579361037,0.251249615,0.457676826
0.75530472,0.58137984,0.244969805,0.463246904
0.755104259,0.583534785,0.238967496,0.469448016
0.75484739,0.585819856,0.233259989,0.47626757
0.754528486,0.588228661,0.227864229,0.483692221
0.754142043,0.590754443,0.222796779,0.491707887
0.753682684,0.593390083,0.218073801,0.500299765
0.753145168,0.596128114,0.213711041,0.50945235
0.752524395,0.598960727,0.209723803,0.519149454
0.751815411,0.60187978,0.206126934,0.529374227
0.751013417,0.604876811,0.202934807,0.540109175
0.75011377,0.607943045,0.200161299,0.551336181
0.749111996,0.611069406,0.19781978,0.563036531
0.748003789,0.61424653,0.195923092,0.575190932
0.746785017,0.617464773,0.194026405,0.587345334
0.745455682,0.620724135,0.192129717,0.599499735
0.744015783,0.624024615,0.190233029,0.611654137
0.74246532,0.627366214,0.188336341,0.623808538
0.740804293,0.630748932,0.186439653,0.63596294
0.739032702,0.634172769,0.184542965,0.648117342
0.737150547,0.637637725,0.182646277,0.660271743
0.735157829,0.6411438,0.180749589,0.672426145
0.733054547,0.644690993,0.178852901,0.684580546
0.7308407,0.648279306,0.176956213,0.696734948
0.72851629,0.651908737,0.175059526,0.70888935
0.726081316,0.655579287,0.173162838,0.721043751
0.723535779,0.659290956,0.181362145,0.716909677
0.721027847,0.66282487,0.189561452,0.712775602
0.718557521,0.666181028,0.197760759,0.708641527
0.716124802,0.669359432,0.205960066,0.704507453
0.713729688,0.67236008,0.214159373,0.700373378
0.711372181,0.675182973,0.22235868,0.696239304
0.70905228,0.677828111,0.230557987,0.692105229
0.706769984,0.680295494,0.238757294,0.687971154
0.704525295,0.682585122,0.246956601,0.68383708
0.702318212,0.684696994,0.255155908,0.679703005
0.700148735,0.686631112,0.263355215,0.675568931
0.698016864,0.688387474,0.271554522,0.671434856
0.695922599,0.689966081,0.279753829,0.667300781
0.69386594,0.691366933,0.287953137,0.663166707
0.691846887,0.69259003,0.296152444,0.659032632
0.68986544,0.693635372,0.304351751,0.654898558
0.6879216,0.694502959,0.312551058,0.650764483
0.686015365,0.69519279,0.320750365,0.646630408
0.684146736,0.695704867,0.328949672,0.642496334
0.682315714,0.696039188,0.337148979,0.638362259
0.680522298,0.696195754,0.345348286,0.634228185
0.678766487,0.696174565,0.353547593,0.63009411
0.677048283,0.69597562,0.3617469,0.625960036
0.675367685,0.695598921,0.369946207,0.621825961
0.673724693,0.695044466,0.378145514,0.617691886
0.672119306,0.694312257,0.386344821,0.613557812
0.670551526,0.693402292,0.394544128,0.609423737
0.669021353,0.692314572,0.402743435,0.605289663
0.667528785,0.691049097,0.410942742,0.601155588
0.666073823,0.689605867,0.41914205,0.597021513
0.664656467,0.687984881,0.427341357,0.592887439
0.663276717,0.686186141,0.425444669,0.60504184
0.661786404,0.684428519,0.423547981,0.617196242
0.660185526,0.682712016,0.421651293,0.629350644
0.658474085,0.681036632,0.419754605,0.641505045
0.65665208,0.679402367,0.417857917,0.653659447
0.654719511,0.677809221,0.416418361,0.666248055
0.652672428,0.676247283,0.415447679,0.679250496
0.650507068,0.674706389,0.414957045,0.692645892
0.648219854,0.673176131,0.414957045,0.706412886
0.645807408,0.671645874,0.415457669,0.720529667
0.643266546,0.670104763,0.416468296,0.734974001
0.640594291,0.668541743,0.417997686,0.749723251
0.637787867,0.666945567,0.420053964,0.764754413
0.63484471,0.665304812,0.428253271,0.760620338
0.631939159,0.663486301,0.436452578,0.756486264
0.629071215,0.661490036,0.444651885,0.752352189
0.626240876,0.659316016,0.452851193,0.748218114
0.623448144,0.65696424,0.4610505,0.74408404
0.620693018,0.654434709,0.469249807,0.739949965
0.617975497,0.651727423,0.477449114,0.735815891
0.615295583,0.648842382,0.485648421,0.731681816
0.612653275,0.645779586,0.493847728,0.727547742
0.610048573,0.642539035,0.502047035,0.723413667
0.607481477,0.639120728,0.510246342,0.719279592
0.604951987,0.635524667,0.518445649,0.715145518
0.602460103,0.63175085,0.526644956,0.711011443
0.600005826,0.627799278,0.534844263,0.706877369
0.597589154,0.623669951,0.54304357,0.702743294
0.595210088,0.619362869,0.551242877,0.698609219
0.592868629,0.614878031,0.559442184,0.694475145
0.590564775,0.610215439,0.567641491,0.69034107
0.588298528,0.605375091,0.575840798,0.686206996
0.586069887,0.600356989,0.584040106,0.682072921
0.583878851,0.595161131,0.592239413,0.677938846
0.581725422,0.589787518,0.60043872,0.673804772
0.579609599,0.584236149,0.608638027,0.669670697
0.577531382,0.578507026,0.616837334,0.665536623
0.575490771,0.572600148,0.625036641,0.661402548
0.573487766,0.566515514,0.633235948,0.657268474
0.571522367,0.560253125,0.641435255,0.653134399
0.569594574,0.553812981,0.649634562,0.649000324
0.567704387,0.547195082,0.657833869,0.64486625
0.565851807,0.540399428,0.666033176,0.640732175
0.564036832,0.533426019,0.674232483,0.636598101
0.562259464,0.526274854,0.68243179,0.632464026
0.560519701,0.518945935,0.690631097,0.628329951
